,Chromosome,MEAN RG,verified genes,dubious genes,uncharacterized genes,ARS,ltr,ncRNA,Retrotransposon,snoRNA,tRNA,rRNA,snRNA,Total Features,Chr length,verified & uncharacterized,total genes,model2,model2-,model2_2,model2_2-,model2_neg,model2_neg-,model2_pos,model2_pos-,model2_T,model2_T-,model2_NB,model2_NB-,Nb toxic,model2-/nb genes,model2_T/nb genes
28,9,89.64986993,180,25,28,16,6,2.0,0.0,1.0,10.0,0.0,0.0,268.0,430085,208,233,-154.972603364671,154.972603364671,-189.34523594326132,189.34523594326132,-189.34523594326132,189.34523594326132,34.37263257859032,-34.37263257859032,-156.31061706441687,156.31061706441687,1.338013699745873,-1.338013699745873,70,0.7450605930993798,2.2330088152059555
29,9,92.0402984,180,25,28,16,6,2.0,0.0,1.0,10.0,0.0,0.0,268.0,430085,208,233,-154.972603364671,154.972603364671,-189.34523594326132,189.34523594326132,-189.34523594326132,189.34523594326132,34.37263257859032,-34.37263257859032,-156.31061706441687,156.31061706441687,1.338013699745873,-1.338013699745873,70,0.7450605930993798,2.2330088152059555
30,9,89.50794003,180,25,28,16,6,2.0,0.0,1.0,10.0,0.0,0.0,268.0,430085,208,233,-154.972603364671,154.972603364671,-189.34523594326132,189.34523594326132,-189.34523594326132,189.34523594326132,34.37263257859032,-34.37263257859032,-156.31061706441687,156.31061706441687,1.338013699745873,-1.338013699745873,70,0.7450605930993798,2.2330088152059555
31,9,96.45380654,180,25,28,16,6,2.0,0.0,1.0,10.0,0.0,0.0,268.0,430085,208,233,-154.972603364671,154.972603364671,-189.34523594326132,189.34523594326132,-189.34523594326132,189.34523594326132,34.37263257859032,-34.37263257859032,-156.31061706441687,156.31061706441687,1.338013699745873,-1.338013699745873,70,0.7450605930993798,2.2330088152059555
32,10,84.87407776,316,29,38,23,15,1.0,1.0,5.0,24.0,0.0,0.0,452.0,721726,354,383,-260.604164829797,260.604164829797,-310.7901217877934,310.7901217877934,-310.7901217877934,310.7901217877934,50.18595695799639,-50.18595695799639,-252.72927648558198,252.72927648558198,-7.874888344215067,7.874888344215067,117,0.7361699571463193,2.1600792862015554
33,10,84.77967973,316,29,38,23,15,1.0,1.0,5.0,24.0,0.0,0.0,452.0,721726,354,383,-260.604164829797,260.604164829797,-310.7901217877934,310.7901217877934,-310.7901217877934,310.7901217877934,50.18595695799639,-50.18595695799639,-252.72927648558198,252.72927648558198,-7.874888344215067,7.874888344215067,117,0.7361699571463193,2.1600792862015554
34,10,86.64830624,316,29,38,23,15,1.0,1.0,5.0,24.0,0.0,0.0,452.0,721726,354,383,-260.604164829797,260.604164829797,-310.7901217877934,310.7901217877934,-310.7901217877934,310.7901217877934,50.18595695799639,-50.18595695799639,-252.72927648558198,252.72927648558198,-7.874888344215067,7.874888344215067,117,0.7361699571463193,2.1600792862015554
35,10,82.15917628,316,29,38,23,15,1.0,1.0,5.0,24.0,0.0,0.0,452.0,721726,354,383,-260.604164829797,260.604164829797,-310.7901217877934,310.7901217877934,-310.7901217877934,310.7901217877934,50.18595695799639,-50.18595695799639,-252.72927648558198,252.72927648558198,-7.874888344215067,7.874888344215067,117,0.7361699571463193,2.1600792862015554
36,11,78.4897287,294,22,18,17,10,0.0,1.0,5.0,16.0,0.0,0.0,383.0,669333,312,334,-213.82032324480855,213.82032324480855,-265.6249106264779,265.6249106264779,-265.6249106264779,265.6249106264779,51.80458738166935,-51.80458738166935,-213.584744351354,213.584744351354,-0.2355788934545346,0.2355788934545346,90,0.6853215488615658,2.3731638261261554
37,11,79.56151579,294,22,18,17,10,0.0,1.0,5.0,16.0,0.0,0.0,383.0,669333,312,334,-213.82032324480855,213.82032324480855,-265.6249106264779,265.6249106264779,-265.6249106264779,265.6249106264779,51.80458738166935,-51.80458738166935,-213.584744351354,213.584744351354,-0.2355788934545346,0.2355788934545346,90,0.6853215488615658,2.3731638261261554
38,11,78.80036765,294,22,18,17,10,0.0,1.0,5.0,16.0,0.0,0.0,383.0,669333,312,334,-213.82032324480855,213.82032324480855,-265.6249106264779,265.6249106264779,-265.6249106264779,265.6249106264779,51.80458738166935,-51.80458738166935,-213.584744351354,213.584744351354,-0.2355788934545346,0.2355788934545346,90,0.6853215488615658,2.3731638261261554
39,11,82.0287439,294,22,18,17,10,0.0,1.0,5.0,16.0,0.0,0.0,383.0,669333,312,334,-213.82032324480855,213.82032324480855,-265.6249106264779,265.6249106264779,-265.6249106264779,265.6249106264779,51.80458738166935,-51.80458738166935,-213.584744351354,213.584744351354,-0.2355788934545346,0.2355788934545346,90,0.6853215488615658,2.3731638261261554
40,12,62.76595745,431,49,46,28,24,0.0,1.0,7.0,21.0,8.0,1.0,616.0,1005854,477,526,-339.3420007810241,339.3420007810241,-408.6594198317974,408.6594198317974,-408.6594198317974,408.6594198317974,69.31741905077327,-69.31741905077327,-335.3670222811704,335.3670222811704,-3.9749784998537145,3.9749784998537145,166,0.7114088066688137,2.0202832667540385
41,12,54.54545455,431,49,46,28,24,0.0,1.0,7.0,21.0,8.0,1.0,616.0,1005854,477,526,-339.3420007810241,339.3420007810241,-408.6594198317974,408.6594198317974,-408.6594198317974,408.6594198317974,69.31741905077327,-69.31741905077327,-335.3670222811704,335.3670222811704,-3.9749784998537145,3.9749784998537145,166,0.7114088066688137,2.0202832667540385
42,12,60.63829787,431,49,46,28,24,0.0,1.0,7.0,21.0,8.0,1.0,616.0,1005854,477,526,-339.3420007810241,339.3420007810241,-408.6594198317974,408.6594198317974,-408.6594198317974,408.6594198317974,69.31741905077327,-69.31741905077327,-335.3670222811704,335.3670222811704,-3.9749784998537145,3.9749784998537145,166,0.7114088066688137,2.0202832667540385
43,12,62.3655914,431,49,46,28,24,0.0,1.0,7.0,21.0,8.0,1.0,616.0,1005854,477,526,-339.3420007810241,339.3420007810241,-408.6594198317974,408.6594198317974,-408.6594198317974,408.6594198317974,69.31741905077327,-69.31741905077327,-335.3670222811704,335.3670222811704,-3.9749784998537145,3.9749784998537145,166,0.7114088066688137,2.0202832667540385
44,13,63.2183908,396,32,51,24,17,3.0,0.0,13.0,21.0,0.0,0.0,557.0,915334,447,479,-311.645348726705,311.645348726705,-369.06129444200724,369.06129444200724,-369.06129444200724,369.06129444200724,57.41594571530224,-57.41594571530224,-297.3712218328957,297.3712218328957,-14.274126893809337,14.274126893809337,154,0.697193173885246,1.930981959953868
45,13,53.11164376,396,32,51,24,17,3.0,0.0,13.0,21.0,0.0,0.0,557.0,915334,447,479,-311.645348726705,311.645348726705,-369.06129444200724,369.06129444200724,-369.06129444200724,369.06129444200724,57.41594571530224,-57.41594571530224,-297.3712218328957,297.3712218328957,-14.274126893809337,14.274126893809337,154,0.697193173885246,1.930981959953868
46,13,64.66400431,396,32,51,24,17,3.0,0.0,13.0,21.0,0.0,0.0,557.0,915334,447,479,-311.645348726705,311.645348726705,-369.06129444200724,369.06129444200724,-369.06129444200724,369.06129444200724,57.41594571530224,-57.41594571530224,-297.3712218328957,297.3712218328957,-14.274126893809337,14.274126893809337,154,0.697193173885246,1.930981959953868
47,13,60.99383499,396,32,51,24,17,3.0,0.0,13.0,21.0,0.0,0.0,557.0,915334,447,479,-311.645348726705,311.645348726705,-369.06129444200724,369.06129444200724,-369.06129444200724,369.06129444200724,57.41594571530224,-57.41594571530224,-297.3712218328957,297.3712218328957,-14.274126893809337,14.274126893809337,154,0.697193173885246,1.930981959953868
48,14,80.16906838,342,34,37,20,9,0.0,0.0,5.0,14.0,0.0,1.0,462.0,731293,379,413,-239.24089372293167,239.24089372293167,-303.58845048228324,303.58845048228324,-303.58845048228324,303.58845048228324,64.34755675935155,-64.34755675935155,-243.5255070662024,243.5255070662024,4.284613343270729,-4.284613343270729,113,0.6312424636488962,2.155092982886747
49,14,76.70959407,342,34,37,20,9,0.0,0.0,5.0,14.0,0.0,1.0,462.0,731293,379,413,-239.24089372293167,239.24089372293167,-303.58845048228324,303.58845048228324,-303.58845048228324,303.58845048228324,64.34755675935155,-64.34755675935155,-243.5255070662024,243.5255070662024,4.284613343270729,-4.284613343270729,113,0.6312424636488962,2.155092982886747
50,14,77.17391304,342,34,37,20,9,0.0,0.0,5.0,14.0,0.0,1.0,462.0,731293,379,413,-239.24089372293167,239.24089372293167,-303.58845048228324,303.58845048228324,-303.58845048228324,303.58845048228324,64.34755675935155,-64.34755675935155,-243.5255070662024,243.5255070662024,4.284613343270729,-4.284613343270729,113,0.6312424636488962,2.155092982886747
51,14,78.40909091,342,34,37,20,9,0.0,0.0,5.0,14.0,0.0,1.0,462.0,731293,379,413,-239.24089372293167,239.24089372293167,-303.58845048228324,303.58845048228324,-303.58845048228324,303.58845048228324,64.34755675935155,-64.34755675935155,-243.5255070662024,243.5255070662024,4.284613343270729,-4.284613343270729,113,0.6312424636488962,2.155092982886747
52,15,44.86321029,478,52,46,20,24,0.0,2.0,11.0,20.0,0.0,0.0,653.0,1071422,524,576,-416.8839421251976,416.8839421251976,-478.52337741124444,478.52337741124444,-478.52337741124444,478.52337741124444,61.63943528604682,-61.63943528604682,-385.8024512193757,385.8024512193757,-31.081490905821937,31.081490905821937,168,0.7955800422236596,2.2964431620200934
53,15,41.91284191,478,52,46,20,24,0.0,2.0,11.0,20.0,0.0,0.0,653.0,1071422,524,576,-416.8839421251976,416.8839421251976,-478.52337741124444,478.52337741124444,-478.52337741124444,478.52337741124444,61.63943528604682,-61.63943528604682,-385.8024512193757,385.8024512193757,-31.081490905821937,31.081490905821937,168,0.7955800422236596,2.2964431620200934
54,15,39.01292413,478,52,46,20,24,0.0,2.0,11.0,20.0,0.0,0.0,653.0,1071422,524,576,-416.8839421251976,416.8839421251976,-478.52337741124444,478.52337741124444,-478.52337741124444,478.52337741124444,61.63943528604682,-61.63943528604682,-385.8024512193757,385.8024512193757,-31.081490905821937,31.081490905821937,168,0.7955800422236596,2.2964431620200934
55,15,37.26394184,478,52,46,20,24,0.0,2.0,11.0,20.0,0.0,0.0,653.0,1071422,524,576,-416.8839421251976,416.8839421251976,-478.52337741124444,478.52337741124444,-478.52337741124444,478.52337741124444,61.63943528604682,-61.63943528604682,-385.8024512193757,385.8024512193757,-31.081490905821937,31.081490905821937,168,0.7955800422236596,2.2964431620200934
